개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3830000,202238300000101864,공중화장실,,병목안 수리산약수터입구 공중화장실,경기도 안양시 만안구 병목안로 475,경기도 안양시 만안구 안양동 산79-3,2,3,1,0,0,0,5,0,0,안양시 자원순환과,03180452256,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101865,공중화장실,,병목안 시민공원 관리사무소 공중화장실,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산82-2,5,4,1,1,0,0,4,1,1,안양시 공원관리과,03180455285,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101866,공중화장실,,병목안시민공원매점옆공중화장실,,경기도 안양시 만안구 안양동 산81-1,2,4,1,0,0,0,5,1,0,안양시 공원관리과,03180455285,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실+남자화장실,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-09-15 16:41:16
3830000,202238300000101867,간이화장실,,병목안 주차장내 공중화장실,,경기도 안양시 만안구 안양동 1146-2,1,1,0,0,0,0,3,0,0,안양시 자원순환과,03180452256,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101868,공중화장실,법제3조제2호,병목안 캠핑장,경기도 안양시 만안구 병목안로 247번길 37,경기도 안양시 만안구 안양9동 산81-10,4,2,1,0,0,0,4,1,0,안양도시공사(생활지원사업부),0313895293,상시,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+여자화장실,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 16:08:31
3830000,202238300000101869,간이화장실,법제3조제1호,병목안자연학습장 공중화장실,,경기도 안양시 만안구 안양동 산81-7,1,1,0,0,0,0,2,0,0,안양시 만안구 교통녹지과,03180453511,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 14:41:59
3830000,202238300000101872,공중화장실,법제3조제16호-영제3조제1항제1호,부림동 행정복지센터 화장실,경기도 안양시 동안구 달안로 154,,3,3,0,0,0,0,4,0,0,부림동 행정복지센터,03180454670,정시,09:00~18:00,199212,공공기관-지방자치단체,수세식,Y,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 16:07:01
3830000,202238300000101874,공중화장실,,부안어린이공원 공중화장실,,경기도 안양시 동안구 관양동 1588-4,2,2,1,0,0,0,2,1,0,안양시 공원관리과,03180455021,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101875,공중화장실,법제3조제16호-영제3조제1항제1호,부흥동 행정복지센터 공중화장실,경기도 안양시 동안구 달안로 28,,4,5,1,1,0,0,3,0,0,부흥동 행정복지센터,03180454630,정시,09:00~18:00,,공공기관-지방자치단체,수세식,Y,N,,Y,N,,202311,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 16:07:56
3830000,202238300000101876,개방화장실,,불성사 개방화장실,경기도 안양시 동안구 예술공원로 496,경기도 안양시 동안구 비산동 46-9,3,3,0,0,0,0,3,0,0,불성사,0314443268,,00:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101877,개방화장실,,브레인빌딩 개방화장실,경기도 안양시 만안구 만안로 11(안양동),,1,2,1,0,0,0,1,1,0,브레인빌딩,0314455060,,08:00~23:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101878,공중화장실,법제3조제16호-영제3조제1항제1호,비산1동행정복지센터 공중화장실,경기도 안양시 동안구 비산로 12(비산동),,8,4,4,4,0,0,13,4,0,비산1동 행정복지센터,03180454603,정시,09:00~18:00,202103,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,여자화장실+남자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 15:45:15
3830000,202238300000101879,공중화장실,법제3조제16호-영제3조제1항제1호,비산2동 행정복지센터 화장실,"경기도 안양시 동안구 관악대로106번길 70, 비산2동 행정복지센터 (비산동)",경기도 안양시 동안구 비산동 414-5 비산2동 행정복지센터,4,4,4,1,0,0,12,2,0,비산2동 행정복지센터,03180454614,정시,09:00~18:00,202007,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 16:02:08
3830000,202238300000101880,공중화장실,법제3조제16호-영제3조제1항제1호,비산3동 행정복지센터공중화장실,"경기도 안양시 동안구 운곡로 34 (비산동, 비산3동 행정복지센터)",,1,8,4,0,0,0,9,4,0,비산3동 행정복지센터,03180454620,정시,09:00~18:00,201811,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 16:02:59
3830000,202238300000101881,공중화장실,,비산도서관 화장실,경기도 안양시 동안구 관악대로 123,,4,10,5,0,1,0,14,5,1,안양시 동안구도서관,03180456231,,09:00~18:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-10-05 17:23:24
3830000,202238300000101884,공중화장실,,삼덕공원 공중화장실,경기도 안양시 만안구 삼덕로 106,경기도 안양시 만안구 안양동 782-19,4,4,1,0,0,0,9,1,0,안양시 공원관리과,03180455285,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101885,공중화장실,,삼막사 공중화장실,경기도 안양시 만안구 삼막로 478,경기도 안양시 만안구 석수동 241-54,3,4,1,0,0,0,5,0,0,안양시 자원순환과,03180452256,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101886,간이화장실,법제3조제5호,삼막사주차매표소공중화장실,경기도 안양시 만안구 삼막로 166 (석수동),경기도 안양시 만안구 석수동 산 196,1,1,0,0,0,0,3,0,0,안양시 자원순환과,03180452256,상시,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-06-05 14:37:33
3830000,202238300000101887,간이화장실,,삼막사 진입로 공중화장실(경인교대 옆),,경기도 안양시 만안구 석수동 산15-3,1,2,0,0,0,0,3,0,0,안양시 자원순환과,03180452256,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101888,공중화장실,법제3조제1호,삼막사초소 공중화장실,,경기도 안양시 만안구 석수동 산14-4,1,2,0,0,0,0,2,0,0,안양시 만안구 교통녹지과,03180453511,상시,,,공공기관-지방자치단체,수세식,Y,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 17:40:33
3830000,202238300000101889,공중화장실,,삼막애견공원 내 화장실,,경기도 안양시 만안구 석수동 18,1,2,1,0,0,0,2,1,0,위생정책과,03180452915,,10:00~19:00,,공공기관-지방자치단체,수세식,,N,,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-10-05 17:00:52
3830000,202238300000101890,간이화장실,법제3조제1호,삼성산 화장실,,경기도 안양시 만안구 석수동 산45-46,1,1,0,0,0,0,3,0,0,안양시 만안구 교통녹지과,03180453511,상시,,,공공기관-지방자치단체,수세식,Y,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 14:41:42
3830000,202238300000101895,개방화장실,,샘마을대우(아)상가 개방화장실,경기도 안양시 동안구 흥안대로223번길 19(호계동),,1,2,0,0,0,0,2,0,0,샘마을대우(아)상가,0314297907,,08:00~22:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101899,공중화장실,,서안양우체국,경기도 안양시 만안구 안양로 233,경기도 안양시 만안구 안양동 445-13,1,2,1,1,0,0,2,0,0,서안양우체국,0314452005,,09:00~18:00,,공공기관-국가공공기관,수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101901,공중화장실,,석수1동 행정복지센터 화장실,경기도 안양시 만안구 경수대로 1252,경기도 안양시 만안구 석수동 806,8,9,1,1,0,0,11,1,0,석수1동 행정복지센터,03180453690,,08:00~21:00,,공공기관-지방자치단체,수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101902,공중화장실,,석수2동 복지회관,"경기도 안양시 만안구 안양로532번길 13-8 (석수동, 석수2동복지회관)",경기도 안양시 만안구 석수동 266-19,2,1,0,0,4,1,2,0,0,석수2동 행정복지센터,03180453751,,00:00~00:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101903,공중화장실,,석수2동 행정복지센터 화장실,경기도 안양시 만안구 안양로 496,경기도 안양시 만안구 석수동 279-1,8,9,1,1,0,0,19,1,0,석수2동 행정복지센터,03180453700,,08:00~21:00,,공공기관-지방자치단체,수세식,,N,,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101904,공중화장실,법제3조제16호-영제3조제1항제1호,충훈동행정복지센터 화장실,경기도 안양시 만안구 충훈로90번길 36,경기도 안양시 만안구 충훈로90번길 36,6,6,3,3,0,0,12,3,0,충훈동 행정복지센터,03180453710,정시,09:00~18:00,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 15:49:02
3830000,202238300000101905,공중화장실,,석수도서관 화장실,"경기도 안양시 만안구 양화로217번길 34(석수동, 안양시립석수도서관)",,25,28,0,0,0,0,13,0,0,안양시 만안구도서관,03180456115,,09:00~18:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-10-05 17:13:05
3830000,202238300000101908,개방화장실,,석수시장관리소 개방화장실,경기도 안양시 만안구 석천로171번길 20,경기도 안양시 만안구 석수동 287,2,2,0,0,0,0,4,1,0,석수시장관리소,0314731155,,00:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101909,공중화장실,,석수어린이공원 공중화장실,경기도 안양시 만안구 충훈로 71번길 15,경기도 안양시 만안구 석수동 790,3,2,2,0,0,2,3,3,0,안양시 공원관리과,03180455286,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101910,공중화장실,,석수역(1호선) 공중화장실,경기도 안양시 만안구 경수대로 1431,경기도 안양시 만안구 석수동 737,1,1,1,1,0,0,2,1,0,석수역,0314727788,,04:30~24:30,,공공기관-국가공공기관,수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101911,공중화장실,법제3조제13호,석수체육공원 화장실,경기도 안양시 만안구 안양로 595,,12,16,1,0,2,2,12,1,2,안양도시공사(만안체육사업부),0313897885,상시,,,공공기관-지방자치단체,수세식,N,N,,N,Y,남자화장실+여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 16:11:16
3830000,202238300000101914,개방화장실,,수원교구 중앙성당,"경기도 안양시 만안구 장내로 116, 천주교수원교구중앙성당 (안양동)",경기도 안양시 만안구 안양동 627-75 천주교수원교구중앙성당,1,2,0,0,0,0,3,0,0,수원교구,,,05:00~22:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101916,공중화장실,,시청앞광장 인라인경기장 옆 공중화장실,,경기도 안양시 동안구 관양동 1591-5,2,2,1,0,0,0,3,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101917,공중화장실,,신기어린이공원 공중화장실,,경기도 안양시 동안구 호계동 1056-1,2,2,1,0,0,0,3,1,0,안양시 공원관리과,03180455021,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실+남자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-09-15 16:46:42
3830000,202238300000101918,개방화장실,,신세대타운상가,"경기도 안양시 동안구 관평로182번길 48, 신세대상가 (관양동)",경기도 안양시 동안구 관양동 1604-1 신세대상가,2,3,0,0,0,0,3,0,0,상가 번영회,,,24시간,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-04-13 17:12:07
3830000,202238300000101921,공중화장실,법제3조제16호-영제3조제1항제1호,신촌동 행정복지센터 화장실,경기도 안양시 동안구 동안로 28,경기도 안양시 동안구 호계동 1056-2,4,7,2,1,0,0,10,2,0,신촌동 행정복지센터,03180454752,정시,09:00~18:00,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 16:13:01
3830000,202238300000101922,공중화장실,,신촌어린이공원 공중화장실,,경기도 안양시 동안구 호계동 1055-2,1,2,1,0,0,0,2,1,1,안양시 공원관리과,03180455021,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101923,개방화장실,,신한데뷰오피스텔 개방화장실,경기도 안양시 동안구 안양판교로 20(관양동),,3,3,1,0,0,0,3,1,0,신한데뷰오피스텔,0314256675,,00:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101924,공중화장실,법제3조제5호,쌍개울 공중화장실,경기도 안양시 동안구 경수대로883번길 13,경기도 안양시 동안구 비산동 593,1,2,1,0,0,0,2,1,0,안양시 생태하천과,03180452187,상시,,200501,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 11:18:31
3830000,202238300000101926,공중화장실,,안양1동 행정복지센터 공중화장실,경기도 안양시 만안구 장내로 170,경기도 안양시 만안구 안양동 1383,2,4,1,1,0,0,4,1,0,안양1동 행정복지센터,03180453600,,09:00~21:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101927,공중화장실,,안양2동 행정복지센터 공중화장실,경기도 안양시 만안구 안양로384번길 50,경기도 안양시 만안구 안양동 842-2,2,3,1,0,0,0,3,0,0,안양2동 행정복지센터,03180453610,,08:00-22:00,,공공기관-지방자치단체,수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101928,공중화장실,,안양3동 행정복지센터 공중화장실,경기도 안양시 만안구 양화로 28,경기도 안양시 만안구안양동 1195-33,10,10,1,1,0,0,10,0,0,안양3동 행정복지센터,03180453620,,09:00-18:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:44
3830000,202238300000101930,공중화장실,법제3조제17호-영제3조제2항제1호,안양4동행정복지센터공중화장실,경기도 안양시 만안구 냉천로193번길 34,경기도 안양시 만안구 안양동711-399,2,4,1,0,0,0,2,1,0,안양4동 행정복지센터,03180453630,정시,09:00~18:00,199507,공공기관-지방자치단체,수세식,Y,N,,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 17:53:57
3830000,202238300000101931,공중화장실,,안양5동 행정복지센터공중화장실,경기도 안양시 만안구 냉천로157번길 18,경기도 안양시 만안구 안양동 707-103,1,0,1,1,0,0,0,0,0,안양5동 행정복지센터,03180453640,,09:00~20:00,,공공기관-지방자치단체,수세식,,N,,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-09-19 16:25:37
3830000,202238300000101932,공중화장실,,안양6동 행정복지센터 공중화장실,경기도 안양시 만안구 안양로170번길 23,경기도 안양시 만안구 안양동 437-4,4,3,0,0,0,0,4,1,0,안양6동 행정복지센터,03180453650,,09:00~18:00,,공공기관-지방자치단체,수세식,,N,,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101933,공중화장실,,안양7동 복지회관(2층),"경기도 안양시 만안구 덕천로 94-9 (안양동, 안양7동복지회관)",경기도 안양시 만안구 안양동 194-55,1,1,0,0,0,0,1,0,0,안양7동 행정복지센터,03180453660,,09:00~18:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101934,공중화장실,,안양7동 행정복지센터 공중화장실,경기도 안양시 만안구 덕천로 115,경기도 안양시 만안구 안양동 1397,4,8,1,0,0,0,13,1,0,안양7동 행정복지센터,03180453660,,09:00~18:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101935,공중화장실,,안양8동 행정복지센터 공중화장실,경기도 안양시 만안구  안양로111번길 17,경기도 안양시 만안구 안양동 572-1,5,4,2,5,0,0,14,2,0,안양8동 행정복지센터,03180453673,,09:00~18:00,,공공기관-지방자치단체,수세식,,Y,장애인화장실,N,Y,남자화장실+여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101936,공중화장실,,안양9동 행정복지센터 화장실,경기도 안양시 만안구 병목안로142번길 12-9,경기도 안양시 만안구 안양동 995-27,3,4,1,0,0,0,5,1,0,안양9동 행정복지센터,03180453680,,08:30~18:00,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101938,개방화장실,,안양건설타워빌딩 개방화장실,경기도 안양시 동안구 시민대로 187(비산동),,3,2,1,0,0,0,3,1,0,안양건설타워빌딩,0313859040,,00:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101939,공중화장실,,안양과천교육지원청,경기도 안양시 동안구 관평로 210,,3,7,0,0,0,0,5,0,0,안양과천교육지원청,0313807056,,09:00~18:00,,공공기관-국가,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101940,공중화장실,,안양교도소 운동장 화장실,경기도 안양시 동안구 경수대로 504,경기도 안양시 동안구 호계동 764-5,2,4,1,0,0,0,4,0,0,안양교도소,0314584614,,00:00~24:00,,공공기관-국가,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101942,공중화장실,,안양노동복지회관,"경기도 안양시 만안구 안양로 3(안양동, 안양노동복지회관)",,4,6,0,0,0,0,4,0,0,안양노동복지회관,0262770000,,00:00~00:00,,공공기관-국가공공기관,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101943,공중화장실,법제3조제5호,안양대교 옆 공중화장실,,경기도 안양시 만안구 안양동 864-4,1,2,0,0,0,0,2,0,0,안양시 생태하천과,03180452187,상시,,201611,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-12-28 11:18:00
3830000,202238300000101944,공중화장실,,안양동안경찰서,경기도 안양시 동안구 동안로159번길 43,,15,22,3,2,0,0,11,3,0,안양동안경찰서,0314787336,,09:00~18:00,,공공기관-국가,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101947,개방화장실,,안양법조타운 개방화장실,경기도 안양시 동안구 부림로 156(관양동),,1,2,1,1,0,0,1,1,0,안양법조타운,0314227014,,06:00~22:30,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101949,개방화장실,,안양사 개방화장실,경기도 안양시 만안구 예술공원로131번길 103,경기도 안양시 만안구 석수동 산28,2,2,0,0,0,0,4,0,0,안양사,0314714193,,00:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101954,공중화장실,,안양세무서 공중화장실,경기도 안양시 만안구 냉천로 83,경기도 안양시 만안구 안양동 582-4,6,12,1,1,0,0,9,1,0,체납징세과 운영지원팀,0314671200,,09:00~18:00,200704,공공기관-국가,수세식,,Y,장애인화장실,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2023-06-19 17:38:51
3830000,202238300000101955,공중화장실,,안양소방서,경기도 안양시 동안구 관평로212번길 32,,11,13,0,0,0,0,11,0,0,안양소방서,0314700114,,00:00~00:00,,공공기관-국가공공기관,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101956,공중화장실,,안양시 선거관리위원회,"경기도 안양시 동안구 경수대로 932(비산동, 안양동안만안구구선거관리위원회합동청)",,6,9,0,0,2,0,0,0,0,선거관리위원회,0314419293,,09:00~18:00,,공공기관-국가,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101958,공중화장실,,안양시보훈회관,경기도 안양시 동안구 동안로 149,,6,10,1,0,0,0,6,0,0,국가보훈처,0313829953,,09:00~18:00,,공공기관-국가,수세식,,Y,장애인화장실,Y,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101960,공중화장실,,안양시의회 공중화장실,"경기도 안양시 동안구 시민대로 233 (관양동, 안양시의회)",경기도 안양시 동안구 관양동 1590,12,15,1,0,0,0,10,1,0,안양시 의회사무국,03180452523,,06:30~22:00,,공공기관-지방자치단체,수세식,,N,,Y,Y,남자화장실+여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101961,공중화장실,,안양시청 공중화장실,경기도 안양시 동안구 시민대로 235,경기도 안양시 동안구 관양동 1590,59,70,4,0,1,1,60,4,1,안양시 회계과,03180452114,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101962,공중화장실,,안양아트센터,경기도 안양시 만안구 문예로36번길 16,,20,27,1,1,0,0,53,1,0,안양문화예술재단,0316870508,,08:00~22:00,,공공기관-국가공공기관,수세식,,Y,장애인화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2023-01-03 16:38:49
3830000,202238300000101963,공중화장실,,안양역(1호선) 공중화장실(안양역사 2층),경기도 안양시 만안구 만안로 232,경기도 안양시 만안구 안양동 88-1,20,30,1,0,0,0,30,1,0,안양역,0314439689,,00:00~24:00,,공공기관-국가공공기관,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101964,공중화장실,,안양역사 공중화장실(1층),경기도 안양시 만안구 만안로 232,경기도 안양시 만안구 안양동 88-1,2,3,1,0,0,1,3,1,0,안양시 자원순환과,03180452256,,00:00~24:00,,공공기관-지방자치단체,수세식,,Y,남자화장실+여자화장실,Y,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101965,공중화장실,,안양우체국,경기도 안양시 동안구 평촌대로253번길 25,경기도 안양시 동안구 비산동 1110,13,12,1,1,0,0,9,1,0,안양우체국,0313909788,,09:00~18:00,,공공기관-국가,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
3830000,202238300000101973,공중화장실,법제3조제13호,안양종합운동장 빙상장,경기도 안양시 동안구 평촌대로 389,,31,51,3,0,0,0,42,3,0,안양도시공사(종합운동장사업부),0313895294,정시,05:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 16:06:30
3830000,202238300000101974,공중화장실,법제3조제13호,안양종합운동장 수영장,경기도 안양시 동안구 평촌대로 389,,8,11,0,0,0,0,12,0,0,안양도시공사(종합운동장사업부),0313895294,정시,05:00~21:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 15:54:16
3830000,202238300000101975,공중화장실,법제3조제13호,안양종합운동장 인라인경기장,경기도 안양시 동안구 평촌대로 429,,5,6,1,0,0,0,4,1,0,안양도시공사(동안체육사업부),0313895394,상시,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 16:11:39
3830000,202238300000101976,공중화장실,법제3조제13호,안양종합운동장 주경기장 입구,경기도 안양시 동안구 평촌대로 389,,25,106,2,9,0,0,95,10,0,안양도시공사(종합운동장사업부),0313895294,정시,05:00~22:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,Y,여자화장실,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 16:04:57
3830000,202238300000101977,공중화장실,법제3조제13호,안양종합운동장 체육관,경기도 안양시 동안구 평촌대로 389,,20,18,3,2,0,2,22,1,0,안양도시공사(종합운동장사업부),0313895294,정시,05:00~24:00,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2024-02-15 16:07:59
3830000,202238300000101986,공중화장실,,안양창조산업진흥원,"경기도 안양시 동안구 시민대로248번길 25(관양동, 경기창조산업안양센터)",,26,39,0,0,0,0,38,0,0,창조산업진흥원,03180455199,,00:00~00:00,,공공기관-국가공공기관,수세식,,N,,N,N,,,2022-12-31,I,2026-05-15 18:43:46,2022-12-31 11:48:45
